144,90,35,3
145,90,24,2
146,90,32,3
147,91,24,1
148,91,40,2
149,91,3,3
150,91,25,2
151,93,56,3
152,93,50,3
153,93,43,2
154,94,64,1
155,94,1,1
156,94,5,3
157,94,18,2
158,95,42,2
159,95,3,1
160,95,33,3
161,95,34,3
162,96,14,1
163,97,52,3
164,97,21,2
165,97,58,2
166,97,38,2
167,98,13,2
168,98,44,3
169,98,26,3
170,100,46,3
171,100,4,1
172,100,4,2
173,101,8,1
174,101,47,1
175,101,37,1
176,101,40,2
177,103,5,1
178,103,24,3
179,103,40,2
180,109,28,1
181,112,63,1
182,114,30,3
183,114,4,3
184,114,43,1
185,114,5,3
186,115,55,3
187,115,37,1
188,115,28,3
189,115,55,3
190,117,15,3
191,120,23,2
192,120,41,2
193,120,28,2
194,120,16,1
195,121,68,1
196,121,6,2
197,121,28,2
198,122,13,3
199,122,46,1
200,122,69,1
201,122,62,2
202,123,59,2
203,123,39,1
204,124,41,3
205,124,63,3
206,125,40,1
207,125,23,3
208,128,15,3
209,130,47,1
210,130,29,1
211,131,4,2
212,131,36,3
213,131,39,2
214,131,26,1
215,133,40,2
216,133,41,3
217,133,3,2
218,134,68,1
219,134,68,1
220,135,1,2
221,135,59,2
222,135,68,2
223,136,39,2
224,136,59,2
225,137,43,2
226,138,66,2
227,140,22,1
228,140,36,1
229,141,10,2
230,142,9,1
231,142,53,1
232,142,40,1
233,142,57,2
234,143,2,3
235,143,36,3
236,143,12,1
237,144,9,1
238,145,29,3
239,145,44,1
240,145,36,2
241,146,39,3
242,146,6,2
243,146,59,1
244,146,42,2
245,147,63,2
246,147,45,3
247,147,34,2
248,148,51,3
249,148,40,3
250,148,4,3
251,150,1,1
252,150,32,1
253,150,37,2
254,150,18,3
255,151,52,1
256,151,27,2
257,152,17,1
258,152,58,1
259,152,67,3
260,152,6,3
261,154,63,1
262,156,2,2
263,156,49,2
264,156,27,2
265,157,32,3
266,159,10,3
267,159,40,1
268,159,66,3
269,160,70,2
270,160,60,2
271,160,5,1
272,162,24,1
273,162,12,2
274,162,19,1
275,162,45,1
276,163,4,1
277,163,70,3
278,163,39,2
279,163,61,3
280,165,62,2
281,165,24,1
282,166,54,2
283,166,1,1
284,166,17,1
285,167,11,1
286,167,4,2
287,167,3,1
288,168,33,1
289,168,26,3
290,168,28,1
291,168,43,2
292,171,32,2
293,171,2,3
294,173,41,3
295,173,50,2
296,173,61,2
297,173,3,3
298,176,25,1
299,176,6,2
300,176,49,2
301,176,55,1
302,179,17,1
303,179,35,3
304,179,28,2
305,179,58,3
306,181,47,1
307,181,22,3
308,181,28,3
309,182,31,2
310,183,13,1
311,183,55,1
312,183,51,2
313,183,53,3
314,184,53,1
315,184,47,1
316,185,27,1
317,186,25,1
318,187,66,2
319,187,23,3
320,187,2,2
321,188,5,3
322,189,33,1
323,197,29,1
324,197,51,2
325,197,15,2
326,201,44,3
327,201,70,1
328,204,64,1
329,204,12,1
330,204,70,2
331,204,32,2
332,206,54,2
333,206,47,1
334,207,63,1
335,209,2,3
336,210,5,2
337,210,51,2
338,210,60,1
339,210,40,2
340,211,7,2
341,211,67,1
342,211,62,1
343,211,7,1
344,212,67,3
345,212,54,1
346,212,17,3
347,212,31,1
348,213,15,1
349,213,70,2
350,213,56,3
351,213,54,1
352,214,38,3
353,215,47,1
354,215,49,3
355,218,46,1
356,218,12,3
357,218,70,3
358,218,40,3
359,219,29,2
360,219,44,2
361,219,45,3
362,222,61,3
363,222,8,2
364,222,42,2
365,222,48,3
366,225,68,1
367,225,16,2
368,226,25,2
369,227,15,3
370,227,40,1
371,227,13,2
372,227,32,1
373,228,8,1
374,230,53,2
375,230,59,2
376,231,14,3
377,232,54,2
378,232,8,1
379,232,38,2
380,233,55,2
381,233,26,2
382,234,43,1
383,235,13,2
384,237,46,1
385,237,69,2
386,237,70,3
387,237,64,2
388,238,38,2
389,238,31,1
390,239,33,1
391,239,17,3
392,239,63,3
393,240,15,2
394,240,26,3
395,240,42,3
396,241,35,2
397,241,42,3
398,241,5,3
399,241,37,3
400,242,33,1
401,242,27,3
402,243,57,1
403,243,37,2
404,243,70,1
405,244,67,2
406,247,12,2
407,247,57,2
408,249,23,1
409,249,54,1
410,249,11,1
411,249,9,3
412,251,22,3
413,251,24,2
414,251,28,1
415,251,34,1
416,252,64,2
417,252,33,2
418,254,18,2
419,254,65,3
420,254,66,2
421,255,29,2
422,255,47,1
423,256,16,1
424,257,61,1
425,257,33,3
426,260,22,1
427,261,66,2
428,262,54,1
429,262,29,2
430,262,22,3
431,263,22,2
432,264,45,3
433,264,35,3
434,265,19,3
435,266,39,2
436,266,26,1
437,268,60,1
438,268,48,2
439,269,27,2
440,271,62,3
441,271,7,2
442,271,39,2
443,271,58,1
444,273,47,2
445,273,11,3
446,273,62,3
447,273,41,3
448,275,42,3
449,275,19,2
450,275,61,1
451,275,51,1
452,276,26,2
453,276,66,1
454,278,16,3
455,278,6,3
456,279,9,1
457,280,29,1
458,281,1,1
459,281,41,1
460,281,23,3
461,283,26,3
462,283,17,3
463,283,32,3
464,284,60,3
465,284,29,2
466,284,34,1
467,284,13,1
468,285,49,2
469,286,58,2
470,287,5,1
471,288,68,1
472,288,7,1
473,289,1,2
474,289,9,2
475,290,63,2
476,290,15,3
477,290,43,2
478,290,46,2
479,291,6,2
480,293,50,2
481,294,39,2
482,294,19,2
483,295,35,2
484,295,42,1
485,296,32,1
486,296,69,3
487,297,63,3
488,298,64,2
489,299,45,3
490,299,32,1
491,302,68,3
492,302,48,2
493,303,11,1
494,303,70,2
495,303,55,2
496,303,70,2
497,304,10,1
498,304,30,3
499,304,34,2
500,306,21,3
501,306,70,3
502,306,36,2
503,306,22,1
504,308,15,3
505,310,48,2
506,310,64,3
507,310,50,1
508,311,35,1
509,311,39,1
510,313,33,3
511,313,52,1
512,313,3,1
513,315,43,1
514,316,34,3
515,316,11,1
516,316,9,1
517,318,24,3
518,318,5,3
519,318,35,2
520,318,10,2
521,319,27,3
522,319,65,1
523,319,56,3
524,319,4,1
525,321,9,3
526,321,5,2
527,321,4,1
528,323,12,3
529,323,53,1
530,323,24,2
531,323,7,2
532,324,61,2
533,324,35,2
534,324,16,1
535,325,44,3
536,325,43,1
537,325,9,2
538,325,39,3
539,326,24,1
540,326,50,3
541,328,24,2
542,328,47,2
543,328,20,3
544,331,7,3
545,331,15,2
546,333,13,1
547,333,21,3
548,333,60,1
549,335,18,3
550,336,28,2
551,338,55,3
552,338,12,3
553,338,58,1
554,339,8,2
555,339,41,2
556,339,62,3
557,339,23,1
558,341,13,3
559,341,15,1
560,341,21,2
561,342,9,2
562,345,17,3
563,345,12,1
564,346,23,2
565,346,43,3
566,347,23,2
567,347,48,3
568,347,30,2
569,348,35,3
570,348,4,3
571,348,46,2
572,348,33,3
573,349,15,2
574,349,58,1
575,351,2,1
576,352,64,2
577,352,46,3
578,353,30,3
579,353,28,2
580,353,35,2
581,355,35,1
582,355,22,3
583,355,58,2
584,355,37,1
585,356,33,3
586,356,38,2
587,356,33,2
588,358,14,3
589,358,45,2
590,358,55,2
591,358,61,3
592,362,54,2
593,362,2,3
594,362,51,3
595,362,50,2
596,363,56,2
597,363,13,3
598,363,27,1
599,365,49,2
600,365,38,3
601,365,63,3
602,365,62,1
603,367,28,3
604,367,47,2
605,369,13,3
606,369,32,1
607,371,42,3
608,371,55,2
609,371,12,1
610,373,32,2
611,373,34,2
612,373,33,2
613,374,57,3
614,377,39,1
615,378,8,1
616,378,31,2
617,380,44,3
618,381,56,1
619,381,46,1
620,381,27,3
621,381,17,2
622,382,2,3
623,382,27,2
624,382,33,3
625,382,33,2
626,383,27,2
627,384,26,2
628,384,27,3
629,384,70,2
630,385,37,1
631,385,54,3
632,385,61,3
633,385,68,3
634,386,62,1
635,386,30,2
636,387,18,2
637,387,8,2
638,387,40,1
639,388,24,3
640,388,52,3
641,389,50,3
642,389,3,3
643,389,41,3
644,389,26,2
645,391,24,2
646,392,11,1
647,392,36,1
648,394,10,2
649,396,36,3
650,396,61,3
651,396,26,2
652,396,27,2
653,398,34,3
654,398,59,2
655,399,64,3
656,400,48,2
657,400,13,3
658,400,25,3
659,400,53,2
660,403,22,2
661,404,4,3
662,404,60,2
663,404,66,3
664,405,24,2
665,405,37,3
666,405,40,2
667,405,52,1
668,406,29,1
669,406,9,3
670,406,68,1
671,407,69,1
672,407,53,2
673,407,59,1
674,408,53,2
675,409,24,2
676,409,14,1
677,409,41,2
678,410,62,1
679,411,5,3
680,411,25,1
681,411,29,2
682,411,33,1
683,413,7,3
684,413,9,2
685,413,59,1
686,413,48,1
687,415,42,3
688,416,9,2
689,420,65,1
690,420,11,2
691,420,33,3
692,421,38,1
693,421,66,3
694,421,69,2
695,421,59,1
696,423,48,3
697,423,2,2
698,423,17,3
699,423,21,3
700,424,42,1
701,424,5,3
702,424,53,2
703,424,11,2
704,425,10,2
705,426,3,3
706,427,32,2
707,429,34,3
708,429,34,1
709,429,17,3
710,429,22,1
711,431,25,1
712,431,31,2
713,431,58,1
714,431,30,1
715,433,20,1
716,433,67,1
717,435,12,1
718,435,6,2
719,435,49,3
720,435,18,1
721,436,29,3
722,436,42,3
723,436,2,3
724,436,59,3
725,437,4,1
726,437,5,2
727,437,19,1
728,439,15,1
729,439,42,3
730,439,43,2
731,439,67,3
732,440,40,2
733,440,7,2
734,440,63,1
735,441,67,2
736,441,48,2
737,442,67,1
738,442,64,1
739,442,65,2
740,442,54,2
741,443,14,2
742,443,39,1
743,443,17,1
744,444,21,2
745,444,1,3
746,444,7,2
747,446,13,3
748,446,60,2
749,446,15,2
750,446,12,3
751,448,62,1
752,448,43,3
753,449,18,1
754,449,44,3
755,449,58,3
756,449,32,3
757,451,40,1
758,452,59,3
759,454,10,2
760,456,68,2
761,456,14,3
762,457,8,3
763,458,51,3
764,458,20,2
765,458,50,3
766,459,69,2
767,459,25,3
768,460,56,2
769,460,9,1
770,460,16,3
771,460,33,3
772,461,54,3
773,461,63,1
774,461,30,2
775,462,27,1
776,462,58,2
777,464,2,3
778,464,39,1
779,464,30,1
780,464,5,1
781,465,54,2
782,465,9,3
783,467,20,2
784,468,18,1
785,468,26,2
786,468,15,1
787,469,31,3
788,469,4,1
789,469,48,2
790,469,63,3
791,471,37,2
792,471,52,1
793,471,66,2
794,471,39,1
795,472,69,1
796,472,10,3
797,472,51,1
798,472,26,2
799,473,31,2
800,473,30,1
801,473,21,3
802,474,61,3
803,474,30,2
804,474,19,1
805,474,19,2
806,476,34,1
807,476,66,2
808,476,15,1
809,476,49,2
810,478,58,2
811,479,62,3
812,479,18,3
813,479,57,3
814,481,4,1
815,482,25,2
816,482,55,1
817,483,30,1
818,483,67,3
819,483,58,2
820,485,10,1
821,485,23,1
822,485,51,2
823,486,66,1
824,486,48,2
825,486,21,3
826,486,25,2
827,487,70,2
828,487,41,3
829,487,6,1
830,487,12,2
831,488,53,2
832,488,17,2
833,489,34,1
834,489,38,3
835,491,53,2
836,491,25,3
837,491,26,1
838,491,5,1
839,492,62,1
840,494,45,2
841,495,21,2
842,495,24,1
843,495,5,3
844,496,58,3
845,496,42,3
846,496,4,1
847,496,28,1
848,497,35,2
849,497,59,2
850,497,3,2
851,498,70,1
852,498,64,1
853,498,70,1
854,498,46,3
855,499,62,1
856,499,57,2
857,499,61,3
858,500,64,2
859,500,25,2
860,500,33,1
861,501,66,1
862,501,44,1
863,501,56,1
864,501,55,1
865,502,62,1
866,502,18,2
867,505,35,2
868,505,13,1
869,505,67,3
870,505,64,2
871,507,18,2
872,507,23,2
873,507,51,2
874,507,45,1
875,508,1,3
876,508,23,1
877,508,63,1
878,510,40,1
879,510,40,3
880,511,35,1
881,511,1,2
882,511,5,3
883,512,64,2
884,513,13,2
885,513,2,3
886,513,19,1
887,513,23,1
888,516,52,2
889,517,13,1
890,518,3,1
891,519,53,3
892,519,29,1
893,519,44,1
894,520,50,2
895,520,11,3
896,520,61,1
897,520,64,2
898,521,29,2
899,521,28,2
900,521,12,1
901,521,8,3
902,522,62,1
903,522,29,1
904,522,41,3
905,523,47,3
906,525,53,3
907,527,28,1
908,528,24,3
909,528,37,2
910,529,8,3
911,530,29,3
912,530,54,2
913,530,63,2
914,530,12,1
915,532,70,2
916,532,40,1
917,533,48,3
918,533,11,2
919,534,11,3
920,534,64,1
921,535,42,1
922,535,50,1
923,535,2,3
924,535,17,1
925,536,69,1
926,536,51,2
927,536,11,1
928,536,6,3
929,537,38,1
930,537,14,1
931,537,2,3
932,540,37,2
933,540,66,3
934,540,53,3
935,540,5,1
936,541,51,1
937,541,18,3
938,541,46,1
939,541,48,3
940,544,8,1
941,544,54,3
942,544,33,1
943,545,68,1
944,545,69,2
945,545,60,1
946,545,36,2
947,546,16,1
948,547,12,3
949,547,55,2
950,547,3,1
951,550,70,3
952,550,19,3
953,552,65,2
954,552,39,1
955,553,19,1
956,553,3,1
957,553,24,2
958,554,29,1
959,554,40,1
960,554,6,1
961,554,49,1
962,556,43,3
963,556,69,3
964,556,10,2
965,556,46,3
966,557,52,3
967,557,34,2
968,558,25,1
969,559,61,1
970,562,8,3
971,562,66,3
972,562,36,2
973,562,24,1
974,564,33,3
975,564,67,1
976,567,63,1
977,567,53,3
978,567,12,1
979,567,3,2
980,568,4,1
981,568,14,1
982,569,16,1
983,569,53,2
984,569,15,1
985,573,58,1
986,573,32,3
987,575,31,2
988,575,14,3
989,576,37,1
990,576,42,1
991,576,23,2
992,576,18,1
993,577,47,1
994,577,15,1
995,577,23,3
996,579,28,3
997,579,56,1
998,579,48,2
999,579,50,3
1000,580,14,3
1001,580,2,2
1002,580,67,1
1003,582,59,3
1004,584,57,3
1005,586,25,2
1006,587,36,1
1007,588,37,3
1008,589,22,1
1009,589,49,2
1010,589,36,3
1011,590,28,2
1012,591,6,1
1013,591,12,3
1014,596,66,3
1015,597,4,3
1016,597,35,1
1017,597,55,2
1018,598,17,1
1019,600,25,1
1020,601,55,3
1021,603,34,1
1022,603,49,3
1023,604,50,1
1024,605,44,2
1025,605,51,3
1026,605,68,2
1027,606,20,1
1028,606,47,1
1029,607,37,2
1030,607,7,3
1031,609,68,3
1032,609,51,2
1033,609,52,3
1034,610,43,1
1035,610,62,3
1036,610,67,2
1037,612,66,1
1038,612,66,3
1039,612,69,1
1040,614,27,3
1041,615,55,2
1042,615,17,1
1043,615,32,3
1044,616,20,2
1045,616,50,1
1046,616,44,3
1047,616,67,2
1048,617,59,1
1049,619,47,2
1050,619,40,1
1051,619,1,2
1052,619,55,1
1053,620,22,2
1054,620,7,3
1055,620,37,2
1056,621,48,2
1057,621,15,2
1058,621,40,1
1059,624,66,3
1060,625,64,1
1061,625,64,1
1062,625,42,1
1063,626,29,1
1064,626,10,3
1065,626,23,3
1066,626,25,2
1067,627,44,2
1068,627,15,3
1069,628,65,3
1070,629,17,2
1071,629,63,1
1072,629,65,3
1073,629,37,1
1074,630,43,1
1075,630,66,2
1076,630,55,2
1077,631,56,2
1078,631,19,3
1079,631,55,2
1080,631,57,1
1081,634,43,3
1082,634,40,1
1083,635,40,2
1084,635,6,2
1085,635,24,1
1086,635,60,3
1087,637,52,3
1088,637,64,1
1089,637,18,1
1090,637,19,1
1091,638,3,3
1092,638,69,3
1093,638,12,3
1094,638,56,2
1095,640,57,2
1096,640,63,1
1097,640,6,1
1098,641,25,1
1099,641,48,3
1100,641,24,2
1101,641,29,2
1102,642,1,1
1103,642,20,3
1104,642,16,2
1105,642,63,1
1106,644,8,3
1107,644,21,1
1108,645,29,3
1109,646,7,3
1110,650,56,3
1111,650,46,1
1112,650,63,3
1113,650,3,1
1114,651,67,1
1115,651,42,1
1116,651,51,2
1117,651,12,3
1118,652,68,3
1119,654,32,3
1120,654,8,1
1121,655,40,1
1122,655,67,3
1123,655,12,2
1124,655,31,2
1125,656,12,2
1126,656,31,3
1127,657,42,1
1128,657,4,2
1129,658,26,2
1130,658,7,2
1131,659,52,3
1132,659,56,3
1133,659,34,2
1134,660,29,1
1135,661,55,1
1136,661,47,2
1137,661,18,3
1138,662,19,3
1139,663,13,1
1140,663,4,1
1141,663,57,3
1142,664,29,1
1143,664,3,1
1144,664,3,3
1145,665,9,2
1146,666,44,1
1147,666,40,2
1148,666,43,2
1149,666,18,2
1150,667,16,3
1151,669,44,3
1152,669,41,3
1153,669,69,2
1154,671,9,2
1155,671,64,2
1156,673,51,2
1157,673,38,1
1158,673,23,2
1159,674,26,2
1160,674,39,1
1161,674,58,2
1162,677,60,3
1163,679,29,2
1164,679,34,1
1165,679,21,3
1166,679,66,3
1167,680,9,2
1168,680,38,1
1169,680,67,2
1170,680,3,2
1171,681,41,3
1172,681,42,2
1173,681,44,1
1174,682,40,3
1175,682,62,1
1176,682,54,1
1177,683,58,2
1178,683,18,1
1179,683,18,1
1180,686,45,2
1181,686,38,3
1182,686,62,3
1183,686,18,3
1184,687,23,3
1185,687,6,2
1186,688,3,1
1187,688,46,2
1188,688,26,1
1189,688,14,1
1190,689,64,2
1191,689,49,2
1192,689,35,3
1193,691,68,2
1194,691,20,2
1195,691,10,3
1196,692,23,1
1197,693,65,2
1198,695,39,2
1199,695,38,3
1200,695,47,2
1201,696,29,3
1202,696,48,1
1203,696,41,1
1204,696,67,3
1205,698,33,3
1206,699,14,3
1207,699,40,1
1208,700,42,2
1209,700,33,1
1210,700,34,2
1211,700,2,2
1212,701,62,1
1213,701,70,3
1214,701,42,1
1215,702,17,2
1216,702,22,2
1217,702,2,1
1218,702,4,3
1219,703,45,3
1220,703,38,1
1221,703,2,3
1222,703,7,3
1223,704,54,2
1224,704,34,1
1225,704,43,3
1226,704,11,3
1227,707,47,2
1228,708,42,2
1229,708,3,2
1230,708,44,3
1231,708,49,3
1232,710,12,1
1233,710,15,3
1234,711,14,1
1235,711,24,2
1236,711,34,2
1237,712,61,1
1238,712,49,2
1239,713,13,2
1240,713,66,1
1241,713,31,2
1242,714,29,1
1243,715,58,1
1244,715,6,3
1245,716,68,3
1246,717,17,3
1247,717,66,3
1248,717,49,1
1249,718,35,2
1250,718,60,3
1251,718,58,2
1252,719,36,2
1253,719,21,1
1254,720,16,3
1255,720,65,3
1256,720,44,2
1257,720,20,2
1258,722,21,1
1259,722,52,1
1260,724,1,2
1261,724,55,1
1262,724,66,2
1263,725,3,3
1264,725,42,3
1265,726,38,1
1266,726,57,3
1267,726,21,2
1268,726,20,2
1269,728,6,1
1270,728,66,2
1271,728,53,2
1272,729,22,3
1273,730,14,3
1274,731,51,3
1275,732,21,1
1276,732,7,3
1277,732,4,1
1278,735,24,2
1279,735,43,2
1280,735,28,2
1281,735,20,3
1282,736,24,2
1283,737,29,3
1284,737,10,2
1285,737,65,2
1286,737,13,1
1287,738,13,2
1288,738,20,2
1289,738,17,1
1290,739,62,1
1291,739,11,1
1292,739,65,3
1293,740,14,3
1294,740,37,2
1295,740,43,3
1296,740,4,3
1297,741,65,1
1298,741,2,1
1299,742,36,2
1300,742,21,3
1301,745,42,1
1302,745,63,2
1303,745,46,3
1304,745,43,2
1305,746,67,1
1306,746,63,1
1307,747,33,1
1308,749,6,1
1309,750,67,2
1310,750,70,2
1311,751,29,3
1312,752,26,1
1313,752,18,2
1314,752,13,1
1315,752,29,1
1316,753,18,3
1317,753,32,1
1318,754,66,3
1319,754,57,2
1320,755,33,3
1321,756,16,3
1322,756,22,1
1323,756,16,2
1324,758,44,2
1325,759,36,2
1326,759,54,3
1327,760,17,1
1328,760,70,1
1329,760,66,2
1330,760,20,1
1331,761,22,1
1332,761,31,3
1333,761,51,1
1334,762,6,2
1335,763,65,1
1336,763,33,3
1337,763,20,3
1338,763,38,1
1339,764,28,1
1340,764,42,3
1341,765,55,1
1342,765,47,1
1343,767,10,1
1344,767,29,2
1345,769,40,1
1346,769,21,3
1347,770,35,2
1348,772,38,1
1349,773,27,2
1350,773,46,2
1351,774,2,1
1352,774,27,2
1353,774,57,2
1354,774,38,3
1355,775,18,1
1356,775,20,2
1357,775,31,1
1358,778,61,1
1359,778,57,3
1360,778,7,3
1361,779,39,2
1362,782,3,2
1363,783,41,2
1364,783,40,2
1365,783,39,1
1366,783,61,1
1367,784,38,2
1368,784,60,3
1369,784,66,1
1370,784,13,3
1371,785,54,1
1372,785,25,3
1373,785,29,2
1374,786,31,1
1375,788,6,3
1376,789,8,3
1377,789,61,1
1378,789,41,1
1379,789,34,3
1380,790,32,3
1381,793,53,3
1382,793,22,1
1383,794,13,1
1384,795,60,3
1385,795,2,2
1386,796,55,2
1387,796,57,3
1388,796,33,3
1389,797,14,1
1390,797,31,2
1391,797,22,2
1392,800,45,1
1393,800,18,1
1394,800,47,1
1395,802,21,3
1396,802,9,2
1397,802,4,3
1398,802,38,2
1399,803,44,3
1400,803,70,1
1401,803,41,3
1402,803,25,1
1403,806,6,3
1404,806,49,2
1405,806,21,2
1406,807,10,3
1407,808,70,2
1408,808,47,1
1409,808,58,3
1410,811,53,3
1411,811,15,2
1412,811,33,3
1413,811,54,3
1414,813,38,3
1415,813,51,2
1416,813,26,2
1417,813,35,1
1418,814,20,3
1419,814,64,3
1420,814,69,1
1421,814,56,3
1422,816,45,2
1423,816,62,1
1424,816,1,2
1425,817,23,1
1426,817,43,2
1427,817,16,1
1428,818,7,3
1429,820,54,3
1430,821,1,3
1431,821,52,2
1432,821,39,1
1433,821,46,1
1434,823,60,1
1435,823,40,3
1436,823,65,1
1437,823,55,2
1438,824,10,1
1439,824,15,1
1440,824,1,3
1441,824,60,2
1442,825,14,1
1443,825,5,2
1444,825,59,3
1445,826,52,1
1446,826,60,1
1447,826,50,3
1448,826,49,2
1449,828,18,3
1450,828,60,1
1451,828,37,1
1452,829,17,2
1453,829,9,1
1454,830,63,3
1455,830,45,1
1456,830,29,3
1457,830,31,2
1458,831,55,1
1459,831,31,1
1460,832,44,2
1461,832,70,3
1462,832,22,3
1463,833,18,2
1464,834,11,3
1465,834,56,2
1466,834,69,1
1467,834,48,1
1468,835,21,2
1469,835,43,1
1470,835,33,2
1471,835,4,2
1472,836,48,1
1473,836,67,3
1474,837,19,2
1475,839,11,3
1476,839,70,1
1477,839,60,2
1478,839,67,2
1479,841,14,3
1480,841,2,1
1481,841,36,3
1482,842,54,1
1483,844,21,1
1484,844,43,1
1485,844,42,2
1486,846,49,2
1487,846,5,2
1488,846,6,3
1489,846,63,3
1490,848,26,3
1491,848,22,3
1492,848,69,1
1493,848,61,2
1494,849,55,2
1495,849,20,1
1496,849,30,2
1497,850,16,2
1498,850,10,1
1499,851,25,2
1500,851,24,1
1501,851,49,1
1502,852,20,2
1503,852,4,3
1504,853,44,3
1505,853,43,2
1506,853,54,1
1507,855,48,3
1508,855,19,3
1509,856,41,3
1510,856,57,1
1511,856,13,3
1512,856,10,3
1513,857,40,2
1514,861,6,3
1515,864,2,1
1516,864,23,1
1517,864,10,1
1518,864,61,2
1519,866,66,2
1520,867,3,2
1521,867,34,2
1522,867,12,3
1523,867,22,3
1524,868,31,2
1525,868,59,1
1526,868,4,1
1527,870,62,3
1528,870,57,3
1529,870,17,3
1530,870,52,1
1531,873,33,2
1532,873,68,1
1533,874,12,3
1534,875,54,2
1535,875,46,3
1536,875,9,3
1537,875,26,1
1538,878,1,3
1539,878,39,2
1540,878,31,2
1541,880,26,2
1542,880,57,3
1543,880,38,1
1544,881,23,3
1545,881,63,1
1546,881,51,3
1547,881,26,2
1548,882,7,2
1549,882,62,2
1550,882,30,3
1551,884,38,2
1552,884,12,1
1553,885,21,3
1554,885,11,1
1555,885,31,1
1556,886,69,3
1557,886,65,3
1558,886,56,1
1559,886,53,1
1560,887,65,1
1561,890,35,3
1562,890,15,3
1563,890,25,3
1564,891,45,2
1565,891,42,1
1566,893,12,3
1567,893,12,2
1568,893,22,2
1569,893,6,3
1570,894,47,1
1571,894,2,2
1572,894,1,2
1573,894,47,2
1574,896,4,3
1575,896,36,3
1576,896,26,3
1577,901,50,3
1578,901,7,3
1579,902,27,1
1580,902,39,1
1581,904,29,3
1582,904,35,3
1583,904,39,3
1584,904,24,2
1585,905,19,1
1586,905,49,1
1587,905,5,1
1588,905,29,1
1589,907,31,1
1590,907,62,1
1591,907,58,2
1592,907,61,2
1593,909,61,2
1594,909,8,2
1595,909,35,1
1596,910,35,3
1597,910,7,1
1598,910,51,3
1599,911,67,1
1600,911,16,3
1601,913,41,3
1602,914,26,1
1603,914,60,2
1604,914,49,3
1605,916,10,1
1606,916,19,3
1607,916,10,3
1608,919,14,3
1609,919,43,3
1610,919,4,3
1611,920,52,3
1612,920,43,3
1613,920,14,3
1614,921,35,1
1615,921,40,1
1616,923,19,1
1617,923,38,3
1618,923,49,2
1619,923,29,2
1620,926,33,3
1621,927,49,3
1622,927,49,3
1623,927,50,2
1624,928,46,1
1625,928,26,1
1626,928,46,3
1627,928,1,2
1628,930,31,3
1629,930,18,1
1630,930,68,1
1631,930,45,1
1632,931,68,3
1633,932,6,2
1634,932,46,1
1635,932,53,3
1636,935,18,3
1637,935,31,2
1638,936,18,1
1639,937,13,3
1640,937,52,1
1641,939,26,1
1642,941,25,3
1643,941,43,1
1644,941,25,2
1645,941,25,1
1646,942,52,1
1647,942,34,1
1648,942,13,3
1649,943,37,2
1650,943,21,2
1651,944,22,3
1652,944,50,2
1653,944,46,2
1654,945,44,1
1655,946,46,3
1656,946,16,2
1657,946,24,2
1658,946,5,1
1659,947,34,2
1660,947,33,3
1661,947,46,3
1662,948,70,1
1663,949,36,2
1664,950,48,2
1665,950,45,2
1666,951,6,2
